"codigo","lat","e/w","lon","n/s","nome sem acento","uf","nome original","altitude","area"
306,"-15.53.51","W","-52.15.03","S","aragarcas","GO","Aragarças",310.000,714.000
307,"-16.54.43","W","-49.27.05","S","aragoiania","GO","Aragoiânia",859.000,219.500
308,"-07.09.35","W","-48.31.39","S","aragominas","TO","Aragominas",345.000,1067.100
309,"-08.48.13","W","-49.33.23","S","araguacema","TO","Araguacema",159.000,2789.900
310,"-12.55.50","W","-49.49.35","S","araguacu","TO","Araguaçu",278.000,5188.000
311,"-15.44.02","W","-51.49.53","S","araguaiana","MT","Araguaiana",269.000,6438.100
312,"-07.11.28","W","-48.12.26","S","araguaina","TO","Araguaína",227.000,3920.100
313,"-16.51.22","W","-53.01.57","S","araguainha","MT","Araguainha",462.000,691.100
314,"-02.57.10","W","-45.39.55","S","araguana","MA","Araguanã",0.000,1103.300
315,"-06.34.52","W","-48.38.40","S","araguana","TO","Araguanã",142.000,869.400
316,"-15.05.27","W","-50.37.56","S","araguapaz","GO","Araguapaz",304.000,2201.600
317,"-18.38.50","W","-48.11.14","S","araguari","MG","Araguari",921.000,2741.000
318,"-05.39.04","W","-48.07.28","S","araguatins","TO","Araguatins",103.000,2297.300
319,"-02.53.24","W","-41.54.11","S","araioses","MA","Araioses",6.000,1596.100
320,"-22.56.02","W","-55.38.07","S","aral moreira","MS","Aral Moreira",609.000,1660.300
321,"-12.04.54","W","-38.29.57","S","aramari","BA","Aramari",394.000,332.700
322,"-30.54.54","W","-51.29.52","S","arambare","RS","Arambaré",5.000,517.500
323,"-04.53.09","W","-46.00.18","S","arame","MA","Arame",10.000,3068.900
324,"-20.05.25","W","-47.47.09","S","aramina","SP","Aramina",614.000,203.300
325,"-23.08.04","W","-49.03.14","S","arandu","SP","Arandu",640.000,287.000
326,"-21.54.40","W","-44.15.21","S","arantina","MG","Arantina",1049.000,89.700
327,"-22.40.26","W","-44.26.52","S","arapei","SP","Arapeí",510.000,153.700
328,"-09.45.09","W","-36.39.40","S","arapiraca","AL","Arapiraca",264.000,367.500
329,"-07.39.28","W","-49.03.50","S","arapoema","TO","Arapoema",221.000,1558.900
330,"-20.40.00","W","-42.31.15","S","araponga","MG","Araponga",1040.000,305.300
331,"-23.25.10","W","-51.25.28","S","arapongas","PR","Arapongas",729.000,370.900
332,"-18.26.10","W","-49.11.06","S","arapora","MG","Araporã",461.000,301.400
333,"-24.09.28","W","-49.49.36","S","arapoti","PR","Arapoti",860.000,1327.200
334,"-19.02.02","W","-46.09.20","S","arapua","MG","Arapuá",1031.000,173.100
335,"-24.18.58","W","-51.47.13","S","arapua","PR","Arapuã",680.000,223.700
336,"-15.28.16","W","-58.21.11","S","araputanga","MT","Araputanga",200.000,1608.500
337,"-26.22.12","W","-48.43.20","S","araquari","SC","Araquari",9.000,402.600
338,"-06.49.42","W","-35.45.30","S","arara","PB","Arara",467.000,39.200
339,"-28.56.05","W","-49.29.09","S","ararangua","SC","Araranguá",13.000,298.400
340,"-21.47.40","W","-48.10.32","S","araraquara","SP","Araraquara",664.000,1008.600
341,"-22.21.25","W","-47.23.03","S","araras","SP","Araras",629.000,645.100
342,"-04.45.10","W","-40.49.58","S","ararenda","CE","Ararendá",380.000,354.700
343,"-03.27.13","W","-44.46.48","S","arari","MA","Arari",7.000,1084.200
344,"-29.36.49","W","-50.55.30","S","ararica","RS","Araricá",53.000,37.400
345,"-07.12.45","W","-40.02.46","S","araripe","CE","Araripe",605.000,1042.500
346,"-07.34.34","W","-40.29.54","S","araripina","PE","Araripina",622.000,1914.400
347,"-22.52.22","W","-42.20.35","S","araruama","RJ","Araruama",15.000,635.400
348,"-06.33.30","W","-35.44.30","S","araruna","PB","Araruna",570.000,306.200
349,"-23.55.54","W","-52.29.47","S","araruna","PR","Araruna",610.000,495.700
350,"-15.15.48","W","-39.24.52","S","arataca","BA","Arataca",152.000,397.500
351,"-27.23.39","W","-52.18.01","S","aratiba","RS","Aratiba",420.000,341.900
352,"-04.25.06","W","-39.02.42","S","aratuba","CE","Aratuba",838.000,157.500
353,"-13.04.44","W","-39.00.06","S","aratuipe","BA","Aratuípe",36.000,177.700
354,"-11.15.44","W","-37.37.11","S","araua","SE","Arauá",109.000,194.600
355,"-25.35.35","W","-49.24.37","S","araucaria","PR","Araucária",897.000,470.500
356,"-19.56.53","W","-45.09.56","S","araujos","MG","Araújos",821.000,246.300
357,"-19.35.36","W","-46.56.26","S","araxa","MG","Araxá",997.000,1166.500
358,"-21.21.51","W","-46.56.24","S","arceburgo","MG","Arceburgo",693.000,163.000
359,"-21.46.21","W","-50.27.54","S","arco-iris","SP","Arco-Íris",419.000,262.600
360,"-20.16.55","W","-45.32.22","S","arcos","MG","Arcos",740.000,514.400
361,"-08.25.08","W","-37.03.14","S","arcoverde","PE","Arcoverde",663.000,380.600
362,"-21.21.31","W","-46.08.44","S","areado","MG","Areado",815.000,281.500
363,"-22.13.50","W","-43.06.20","S","areal","RJ","Areal",444.000,111.800
364,"-22.01.43","W","-48.54.40","S","arealva","SP","Arealva",445.000,507.800
365,"-06.57.48","W","-35.41.30","S","areia","PB","Areia",618.000,264.600
366,"-04.57.22","W","-37.08.13","S","areia branca","RN","Areia Branca",3.000,374.200
367,"-10.45.28","W","-37.18.55","S","areia branca","SE","Areia Branca",160.000,129.000
368,"-07.07.22","W","-36.56.28","S","areia de baraunas","PB","Areia de Baraúnas",371.000,101.100
369,"-07.03.41","W","-35.55.33","S","areial","PB","Areial",695.000,64.700
370,"-22.34.47","W","-44.41.49","S","areias","SP","Areias",519.000,307.300
371,"-22.40.05","W","-48.39.54","S","areiopolis","SP","Areiópolis",635.000,86.100
372,"-14.27.01","W","-56.50.46","S","arenapolis","MT","Arenápolis",247.000,416.200
373,"-16.23.10","W","-51.33.37","S","arenopolis","GO","Arenópolis",416.000,1078.300
374,"-06.11.40","W","-35.09.37","S","ares","RN","Arês",52.000,115.900
375,"-21.36.36","W","-42.50.10","S","argirita","MG","Argirita",250.000,159.700
376,"-17.52.02","W","-42.33.25","S","aricanduva","MG","Aricanduva",682.000,245.000
377,"-15.55.01","W","-46.06.20","S","arinos","MG","Arinos",509.000,5338.500
378,"-10.10.00","W","-59.27.34","S","aripuana","MT","Aripuanã",105.000,65937.000
379,"-09.54.48","W","-63.02.27","S","ariquemes","RO","Ariquemes",142.000,4995.300
380,"-21.11.16","W","-48.47.13","S","ariranha","SP","Ariranha",595.000,133.500
381,"-24.23.11","W","-51.35.07","S","ariranha do ivai","PR","Ariranha do Ivaí",700.000,235.100
382,"-22.44.49","W","-41.52.54","S","armacao de buzios","RJ","Armação de Búzios",3.000,69.500
383,"-28.15.43","W","-49.01.03","S","armazem","SC","Armazém",30.000,138.600
384,"-06.19.25","W","-40.09.38","S","arneiroz","CE","Arneiroz",337.000,941.900
385,"-06.07.08","W","-41.47.35","S","aroazes","PI","Aroazes",230.000,869.300
386,"-07.32.43","W","-35.42.27","S","aroeiras","PB","Aroeiras",363.000,386.800
387,"-06.39.17","W","-42.31.54","S","arraial","PI","Arraial",155.000,658.000
388,"-22.57.58","W","-42.01.40","S","arraial do cabo","RJ","Arraial do Cabo",8.000,158.100
389,"-12.55.53","W","-46.56.18","S","arraias","TO","Arraias",682.000,5419.000
390,"-29.24.04","W","-51.56.42","S","arroio do meio","RS","Arroio do Meio",54.000,153.700
391,"-29.33.05","W","-49.53.20","S","arroio do sal","RS","Arroio do Sal",6.000,127.400
392,"-29.19.58","W","-53.05.36","S","arroio do tigre","RS","Arroio do Tigre",409.000,314.600
393,"-30.04.38","W","-51.43.45","S","arroio dos ratos","RS","Arroio dos Ratos",69.000,417.400
394,"-32.14.15","W","-53.05.13","S","arroio grande","RS","Arroio Grande",22.000,2544.800
395,"-26.55.58","W","-51.20.21","S","arroio trinta","SC","Arroio Trinta",840.000,112.300
396,"-22.34.23","W","-47.10.21","S","artur nogueira","SP","Artur Nogueira",588.000,178.200
397,"-14.55.13","W","-51.04.59","S","aruana","GO","Aruanã",250.000,3061.000
398,"-23.23.46","W","-46.19.15","S","aruja","SP","Arujá",775.000,97.700
399,"-27.04.28","W","-52.27.21","S","arvoredo","SC","Arvoredo",362.000,91.300
400,"-28.52.20","W","-52.10.31","S","arvorezinha","RS","Arvorezinha",750.000,278.300
401,"-26.57.19","W","-49.22.32","S","ascurra","SC","Ascurra",88.000,119.100
402,"-20.09.32","W","-50.43.38","S","aspasia","SP","Aspásia",403.000,69.600
403,"-23.22.24","W","-50.50.29","S","assai","PR","Assaí",605.000,438.000
404,"-06.52.28","W","-39.52.30","S","assare","CE","Assaré",442.000,1127.200
405,"-22.39.42","W","-50.24.44","S","assis","SP","Assis",546.000,462.800
406,"-10.56.29","W","-69.34.01","S","assis brasil","AC","Assis Brasil",239.000,2884.200
407,"-24.25.12","W","-53.31.17","S","assis chateaubriand","PR","Assis Chateaubriand",406.000,986.600
408,"-07.04.28","W","-36.43.52","S","assuncao","PB","Assunção",573.000,147.700
409,"-05.51.56","W","-41.02.22","S","assuncao do piaui","PI","Assunção do Piauí",532.000,1631.200
410,"-21.18.55","W","-42.51.44","S","astolfo dutra","MG","Astolfo Dutra",257.000,159.600
411,"-23.13.57","W","-51.39.56","S","astorga","PR","Astorga",675.000,435.800
412,"-09.30.07","W","-36.01.22","S","atalaia","AL","Atalaia",54.000,534.200
413,"-23.09.04","W","-52.03.16","S","atalaia","PR","Atalaia",502.000,137.200
414,"-04.22.20","W","-70.11.31","S","atalaia do norte","AM","Atalaia do Norte",65.000,76687.000
415,"-27.25.12","W","-49.46.52","S","atalanta","SC","Atalanta",545.000,98.100
416,"-18.02.37","W","-41.06.36","S","ataleia","MG","Ataléia",240.000,1847.200
417,"-23.07.01","W","-46.33.01","S","atibaia","SP","Atibaia",803.000,479.300
418,"-20.54.51","W","-41.11.54","S","atilio vivacqua","ES","Atilio Vivacqua",85.000,227.100
419,"-05.27.59","W","-47.53.15","S","augustinopolis","TO","Augustinópolis",145.000,395.000
420,"-01.01.18","W","-46.38.06","S","augusto correa","PA","Augusto Corrêa",20.000,889.200
421,"-18.06.33","W","-44.16.01","S","augusto de lima","MG","Augusto de Lima",534.000,1254.600
422,"-28.31.01","W","-53.59.32","S","augusto pestana","RS","Augusto Pestana",385.000,388.500
423,"-05.51.50","W","-37.18.36","S","augusto severo","RN","Augusto Severo",96.000,856.200
424,"-27.41.50","W","-52.02.58","S","aurea","RS","Áurea",600.000,159.100
425,"-14.19.00","W","-39.19.38","S","aurelino leal","BA","Aurelino Leal",52.000,448.000
426,"-20.41.08","W","-50.33.17","S","auriflama","SP","Auriflama",482.000,434.100
427,"-16.40.54","W","-50.27.53","S","aurilandia","GO","Aurilândia",520.000,567.000
428,"-06.56.33","W","-38.58.03","S","aurora","CE","Aurora",267.000,892.200
429,"-27.18.54","W","-49.38.15","S","aurora","SC","Aurora",350.000,226.400
430,"-02.08.02","W","-47.33.32","S","aurora do para","PA","Aurora do Pará",50.000,1824.000
431,"-12.42.47","W","-46.24.28","S","aurora do tocantins","TO","Aurora do Tocantins",468.000,755.900
432,"-03.34.47","W","-59.07.50","S","autazes","AM","Autazes",36.000,7632.100
433,"-22.08.48","W","-49.19.59","S","avai","SP","Avaí",481.000,543.600
434,"-21.27.39","W","-49.56.59","S","avanhandava","SP","Avanhandava",428.000,341.300
435,"-23.05.55","W","-48.55.33","S","avare","SP","Avaré",766.000,1219.600
436,"-03.36.20","W","-55.19.54","S","aveiro","PA","Aveiro",28.000,17158.000
437,"-10.08.12","W","-43.56.55","S","avelino lopes","PI","Avelino Lopes",437.000,1198.900
438,"-16.27.57","W","-49.45.28","S","avelinopolis","GO","Avelinópolis",729.000,164.600
439,"-02.50.13","W","-44.03.12","S","axixa","MA","Axixá",27.000,199.800
440,"-05.36.59","W","-47.47.10","S","axixa do tocantins","TO","Axixá do Tocantins",210.000,104.800
441,"-07.12.17","W","-47.45.25","S","babaculandia","TO","Babaçulândia",178.000,1916.400
442,"-04.17.30","W","-44.47.30","S","bacabal","MA","Bacabal",21.000,1445.500
443,"-02.58.15","W","-44.18.56","S","bacabeira","MA","Bacabeira",44.000,650.000
444,"-01.42.10","W","-45.08.02","S","bacuri","MA","Bacuri",15.000,801.200
445,"-02.42.21","W","-44.44.16","S","bacurituba","MA","Bacurituba",15.000,597.200
446,"-20.55.05","W","-49.26.43","S","bady bassitt","SP","Bady Bassitt",510.000,109.900
447,"-21.57.32","W","-44.53.24","S","baependi","MG","Baependi",893.000,753.700
448,"-31.19.53","W","-54.06.25","S","bage","RS","Bagé",212.000,5674.100
449,"-01.53.59","W","-50.09.52","S","bagre","PA","Bagre",31.000,4417.600
450,"-06.41.18","W","-34.56.09","S","baia da traicao","PB","Baía da Traição",2.000,94.900
451,"-06.22.10","W","-35.00.28","S","baia formosa","RN","Baía Formosa",4.000,250.100
452,"-12.18.23","W","-44.32.05","S","baianopolis","BA","Baianópolis",667.000,3428.700
453,"-02.47.26","W","-49.40.18","S","baiao","PA","Baião",30.000,3202.300
454,"-11.57.35","W","-40.10.05","S","baixa grande","BA","Baixa Grande",369.000,986.400
455,"-07.51.01","W","-45.12.49","S","baixa grande do ribeiro","PI","Baixa Grande do Ribeiro",325.000,8001.100
456,"-06.43.48","W","-38.43.01","S","baixio","CE","Baixio",279.000,141.800
457,"-19.31.08","W","-41.00.57","S","baixo guandu","ES","Baixo Guandu",77.000,931.000
458,"-21.53.59","W","-49.21.24","S","balbinos","SP","Balbinos",460.000,91.100
459,"-19.17.18","W","-43.57.25","S","baldim","MG","Baldim",603.000,556.700
460,"-16.11.46","W","-52.32.42","S","baliza","GO","Baliza",342.000,1788.600
461,"-28.59.02","W","-49.24.46","S","balneario arroio do silva","SC","Balneário Arroio do Silva",10.000,93.700
462,"-26.27.20","W","-48.36.43","S","balneario barra do sul","SC","Balneário Barra do Sul",8.000,110.600
463,"-26.59.26","W","-48.38.05","S","balneario camboriu","SC","Balneário Camboriú",18.000,46.400
464,"-29.09.24","W","-49.34.46","S","balneario gaivota","SC","Balneário Gaivota",7.000,151.000
465,"-30.14.51","W","-50.13.58","S","balneario pinhal","RS","Balneário Pinhal",100.000,106.400
466,"-25.35.02","W","-49.38.08","S","balsa nova","PR","Balsa Nova",871.000,346.900
467,"-20.44.07","W","-49.35.01","S","balsamo","SP","Bálsamo",545.000,150.800
468,"-07.31.57","W","-46.02.08","S","balsas","MA","Balsas",247.000,12617.000
469,"-20.00.23","W","-45.58.37","S","bambui","MG","Bambuí",706.000,1459.600
470,"-05.18.35","W","-38.55.14","S","banabuiu","CE","Banabuiú",170.000,1225.500
471,"-22.41.01","W","-44.19.24","S","bananal","SP","Bananal",454.000,620.200
472,"-06.45.00","W","-35.38.00","S","bananeiras","PB","Bananeiras",520.000,273.800
473,"-15.53.05","W","-40.33.34","S","bandeira","MG","Bandeira",292.000,486.400
474,"-21.43.41","W","-46.23.09","S","bandeira do sul","MG","Bandeira do Sul",962.000,47.000
475,"-26.46.07","W","-53.38.18","S","bandeirante","SC","Bandeirante",517.000,147.300
476,"-19.55.04","W","-54.21.50","S","bandeirantes","MS","Bandeirantes",629.000,3124.600
477,"-23.06.36","W","-50.22.03","S","bandeirantes","PR","Bandeirantes",420.000,445.400
478,"-07.45.23","W","-48.35.01","S","bandeirantes do tocantins","TO","Bandeirantes do Tocantins",288.000,1677.700
479,"-07.20.53","W","-50.23.45","S","bannach","PA","Bannach",420.000,2969.300
480,"-10.34.37","W","-38.36.53","S","banzae","BA","Banzaê",340.000,213.100
481,"-29.22.37","W","-51.29.44","S","barao","RS","Barão",642.000,122.300
482,"-23.37.37","W","-49.33.41","S","barao de antonina","SP","Barão de Antonina",559.000,155.200
483,"-19.56.45","W","-43.29.14","S","barao de cocais","MG","Barão de Cocais",740.000,341.700
484,"-27.37.15","W","-52.22.47","S","barao de cotegipe","RS","Barão de Cotegipe",687.000,294.600
485,"-06.45.23","W","-43.01.27","S","barao de grajau","MA","Barão de Grajaú",108.000,2189.300
486,"-16.11.40","W","-55.58.03","S","barao de melgaco","MT","Barão de Melgaço",156.000,11220.000
487,"-21.14.42","W","-42.14.15","S","barao de monte alto","MG","Barão de Monte Alto",205.000,199.700
488,"-30.23.18","W","-51.44.01","S","barao do triunfo","RS","Barão do Triunfo",258.000,436.300
489,"-06.38.34","W","-36.15.13","S","barauna","PB","Baraúna",626.000,56.500
490,"-05.04.48","W","-37.37.00","S","barauna","RN","Baraúna",94.000,893.000
491,"-21.13.33","W","-43.46.25","S","barbacena","MG","Barbacena",1164.000,790.100
492,"-07.18.40","W","-39.18.15","S","barbalha","CE","Barbalha",414.000,451.900
493,"-21.16.00","W","-49.56.57","S","barbosa","SP","Barbosa",386.000,205.700
494,"-24.01.48","W","-52.00.42","S","barbosa ferraz","PR","Barbosa Ferraz",374.000,507.400
495,"-01.30.21","W","-48.37.33","S","barcarena","PA","Barcarena",15.000,1316.200
496,"-05.57.02","W","-35.55.35","S","barcelona","RN","Barcelona",124.000,152.900
497,"-00.58.29","W","-62.55.27","S","barcelos","AM","Barcelos",47.000,123121.000
498,"-22.04.28","W","-48.44.25","S","bariri","SP","Bariri",447.000,441.700
499,"-11.05.22","W","-43.08.30","S","barra","BA","Barra",406.000,12348.000
500,"-26.39.16","W","-53.26.24","S","barra bonita","SC","Barra Bonita",335.000,62.400
501,"-22.29.41","W","-48.33.29","S","barra bonita","SP","Barra Bonita",457.000,150.600
502,"-06.31.00","W","-42.06.52","S","barra d'alcantara","PI","Barra d'Alcântara",310.000,316.900
503,"-13.37.34","W","-41.19.37","S","barra da estiva","BA","Barra da Estiva",1026.000,1407.400
504,"-08.25.12","W","-35.39.29","S","barra de guabiraba","PE","Barra de Guabiraba",482.000,118.100
505,"-06.43.11","W","-36.03.38","S","barra de santa rosa","PB","Barra de Santa Rosa",457.000,801.900
506,"-07.31.13","W","-35.59.59","S","barra de santana","PB","Barra de Santana",350.000,351.200
507,"-09.24.17","W","-35.30.26","S","barra de santo antonio","AL","Barra de Santo Antônio",10.000,138.600
508,"-18.45.18","W","-40.53.27","S","barra de sao francisco","ES","Barra de São Francisco",192.000,945.500
509,"-09.50.24","W","-35.54.28","S","barra de sao miguel","AL","Barra de São Miguel",2.000,76.900
510,"-07.45.04","W","-36.19.05","S","barra de sao miguel","PB","Barra de São Miguel",486.000,582.200
511,"-15.04.21","W","-57.10.52","S","barra do bugres","MT","Barra do Bugres",171.000,7186.700
512,"-24.28.23","W","-49.01.28","S","barra do chapeu","SP","Barra do Chapéu",784.000,408.100
513,"-14.52.52","W","-40.34.46","S","barra do choca","BA","Barra do Choça",847.000,781.300
514,"-05.30.20","W","-45.14.36","S","barra do corda","MA","Barra do Corda",83.000,7950.000
515,"-15.53.24","W","-52.15.24","S","barra do garcas","MT","Barra do Garças",318.000,8761.300
516,"-27.11.31","W","-53.42.36","S","barra do guarita","RS","Barra do Guarita",194.000,67.400
517,"-23.06.54","W","-50.10.53","S","barra do jacare","PR","Barra do Jacaré",560.000,115.400
518,"-11.48.36","W","-42.03.31","S","barra do mendes","BA","Barra do Mendes",715.000,1640.600
519,"-07.41.22","W","-47.40.58","S","barra do ouro","TO","Barra do Ouro",161.000,1111.100
520,"-22.28.12","W","-43.49.32","S","barra do pirai","RJ","Barra do Piraí",363.000,579.800
521,"-30.12.26","W","-57.33.17","S","barra do quarai","RS","Barra do Quaraí",35.000,1055.500
522,"-30.17.28","W","-51.18.04","S","barra do ribeiro","RS","Barra do Ribeiro",5.000,739.700
523,"-27.24.32","W","-52.24.35","S","barra do rio azul","RS","Barra do Rio Azul",438.000,142.600
524,"-14.12.38","W","-39.36.07","S","barra do rocha","BA","Barra do Rocha",142.000,193.300
525,"-24.45.23","W","-48.30.17","S","barra do turvo","SP","Barra do Turvo",158.000,1007.300
526,"-10.54.32","W","-37.02.19","S","barra dos coqueiros","SE","Barra dos Coqueiros",8.000,87.900
527,"-27.55.23","W","-53.02.21","S","barra funda","RS","Barra Funda",385.000,64.100
528,"-20.16.58","W","-43.02.28","S","barra longa","MG","Barra Longa",400.000,387.200
529,"-22.32.39","W","-44.10.17","S","barra mansa","RJ","Barra Mansa",381.000,548.900
530,"-26.37.56","W","-48.41.05","S","barra velha","SC","Barra Velha",35.000,142.400
531,"-26.15.15","W","-53.38.00","S","barracao","PR","Barracão",828.000,177.600
532,"-27.40.18","W","-51.27.38","S","barracao","RS","Barracão",764.000,526.700
